Time	Value
1390401301866	98.7814489114
1390401301885	100.9038981381
1390401301907	99.3357202238
1390401301928	99.7233426771
1390401301946	99.9886652841
1390401301968	100.7101589735
1390401301990	100.5677500474
1390401302006	99.3881039335
1390401302030	100.5093071717
1390401302045	99.9115850064
1390401302069	99.5516462079
1390401302086	100.1047027088
1390401302107	101.0473036557
1390401302131	99.9641368124
1390401302151	99.3318487066
1390401302166	99.9405691191
1390401302189	99.0154907922
1390401302208	102.1009110524
1390401302227	99.7945929053
1390401302249	100.2032638597
1390401302268	100.3327008965
1390401302288	103.3180876742
1390401302310	101.2056889194
1390401302330	99.9460838973
1390401302351	99.4512595343
1390401302371	100.6711430582
1390401302393	101.3311880431
1390401302410	99.9694024245
1390401302429	100.0799513678
1390401302448	100.7922272212
1390401302470	99.687262272
1390401302487	101.3365740976
1390401302511	100.5936665121
1390401302533	101.1247493285
1390401302553	101.295360073
1390401302573	100.305169865
1390401302593	100.5776545065
1390401302614	100.5655634883
1390401302632	101.1933472096
1390401302652	101.2177055511
1390401302674	100.5061697862
1390401302693	100.7564930334
1390401302712	101.2590318094
1390401302734	100.7130373861
1390401302753	99.3473066627
1390401302774	100.1017511445
1390401302791	99.6647054083
1390401302809	100.184265276
1390401302835	99.763264162
1390401302853	99.9636793057
1390401302874	100.3627150166
1390401302893	99.533768944
1390401302911	99.1113881185
1390401302930	100.3267607926
1390401302956	100.3572993237
1390401302976	100.2619436248
1390401302996	100.5787499654
1390401303016	100.549681514
1390401303034	101.4518594476
1390401303056	100.8716824218
1390401303071	100.0139928306
1390401303094	99.6104123457
1390401303117	100.7618835918
1390401303138	100.859053263
1390401303156	100.3511160831
1390401303175	99.2116723652
1390401303197	100.8278499017
1390401303214	101.2736182655
1390401303234	100.9426766555
1390401303256	99.8452306367
1390401303273	101.3376750774
1390401303295	100.6300228159
1390401303319	99.4299812629
1390401303337	101.1927232775
1390401303358	99.6389956861
1390401303376	100.2197383116
1390401303397	99.3100277181
1390401303420	101.2103051017
1390401303438	100.5857818234
1390401303459	99.5309063676
1390401303477	98.9676156803
1390401303499	99.5479685753
1390401303521	100.1022856529
1390401303537	100.6719129304
1390401303560	100.6763606532
1390401303580	99.9177234261
1390401303600	101.6632279451
1390401303620	100.9719944908
1390401303640	100.8357357527
1390401303660	100.3232989102
1390401303681	100.1804417032
1390401303701	101.8829690027
1390401303719	101.0721829212
1390401303737	99.6156591433
1390401303758	99.9466176066
1390401303777	100.8506657383
